customer_id,cycle_start,cycle_end,billing_amount,last_payment_days_ago,plan_tier,tenure_months,monthly_usage_hours,active_days,login_count,avg_session_min,device_count,add_on_count,support_tickets,sla_breaches,promotions_redeemed,email_opens,email_clicks,last_campaign_days_ago,nps_score,region,is_autopay,is_discounted,has_family_bundle,churned_next_cycle
CUST_00878,2023-12-28,2024-01-27,290.75,0.9,basic,1.0,27.21,22.0,17.0,34.75,3.0,2.0,0.0,0.0,0.0,2.0,0.0,12.7,7.0,central,False,True,True,0
CUST_00879,2024-09-06,2024-10-06,283.74,9.3,basic,6.0,17.66,22.0,12.0,2.77,1.0,0.0,3.0,0.0,1.0,3.0,1.0,3.0,8.0,north,True,False,True,0
CUST_00880,2024-01-20,2024-02-19,650.73,17.0,standard,6.3,29.36,21.0,8.0,35.59,2.0,0.0,1.0,1.0,0.0,0.0,0.0,15.3,8.0,west,True,True,True,0
CUST_00881,2024-11-25,2024-12-25,626.45,0.5,standard,26.7,39.82,19.0,15.0,13.8,4.0,2.0,2.0,0.0,0.0,2.0,1.0,4.5,9.0,west,True,False,False,0
CUST_00882,2023-01-25,2023-02-24,321.8,4.4,basic,1.0,32.21,18.0,12.0,49.41,3.0,3.0,1.0,0.0,0.0,6.0,2.0,8.0,4.0,north,False,True,False,1
CUST_00883,2024-07-28,2024-08-27,365.31,10.6,basic,2.6,24.81,16.0,12.0,15.29,3.0,1.0,0.0,0.0,0.0,4.0,0.0,11.4,9.0,east,False,True,False,0
CUST_00884,2024-09-12,2024-10-12,1009.56,0.8,premium,38.6,10.51,22.0,12.0,7.72,2.0,0.0,1.0,1.0,1.0,4.0,1.0,22.0,2.0,central,True,False,False,0
CUST_00885,2024-11-18,2024-12-18,588.92,1.2,standard,4.7,14.9,19.0,14.0,51.59,4.0,0.0,2.0,0.0,0.0,4.0,0.0,40.2,10.0,north,True,False,False,1
CUST_00886,2023-02-16,2023-03-18,555.81,2.7,standard,25.4,21.1,19.0,11.0,15.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,21.3,8.0,east,True,False,False,0
CUST_00887,2024-08-17,2024-09-16,578.01,19.7,standard,6.5,13.79,20.0,14.0,21.69,4.0,0.0,1.0,0.0,1.0,3.0,1.0,6.0,9.0,north,False,False,False,0
CUST_00888,2023-03-17,2023-04-16,303.78,9.1,basic,2.5,20.82,18.0,10.0,7.05,4.0,1.0,1.0,0.0,1.0,1.0,0.0,15.9,6.0,south,True,False,False,0
CUST_00889,2023-04-06,2023-05-06,326.94,3.3,basic,6.7,28.27,19.0,11.0,6.39,4.0,2.0,1.0,1.0,0.0,4.0,1.0,47.6,9.0,west,True,False,False,0
CUST_00890,2024-10-10,2024-11-09,279.38,21.0,basic,30.7,32.37,19.0,20.0,3.63,4.0,1.0,0.0,1.0,0.0,5.0,1.0,7.5,6.0,south,True,False,False,0
CUST_00891,2024-08-25,2024-09-24,1046.51,5.4,premium,46.5,11.27,16.0,18.0,29.24,2.0,1.0,1.0,0.0,1.0,6.0,1.0,0.5,10.0,south,True,True,True,0
CUST_00892,2024-02-15,2024-03-16,952.81,12.7,premium,42.6,44.24,17.0,5.0,14.92,2.0,2.0,3.0,0.0,1.0,1.0,0.0,51.9,4.0,central,False,True,True,0
CUST_00893,2023-03-30,2023-04-29,587.74,17.6,standard,12.1,16.88,19.0,19.0,58.14,2.0,0.0,0.0,0.0,0.0,4.0,0.0,24.9,3.0,east,True,False,False,0
CUST_00894,2023-07-17,2023-08-16,311.11,3.8,basic,26.5,6.68,22.0,12.0,13.79,2.0,1.0,1.0,0.0,0.0,5.0,1.0,1.8,5.0,west,True,False,True,0
CUST_00895,2024-11-26,2024-12-26,302.94,3.6,basic,5.5,10.15,15.0,18.0,5.95,2.0,0.0,0.0,0.0,0.0,2.0,0.0,8.3,7.0,south,True,False,False,0
CUST_00896,2023-06-24,2023-07-24,313.3,11.4,basic,8.3,14.54,19.0,12.0,24.79,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,9.0,west,False,True,False,0
CUST_00897,2024-05-04,2024-06-03,602.86,1.1,standard,54.4,42.7,17.0,15.0,9.1,4.0,2.0,0.0,0.0,0.0,2.0,1.0,0.3,6.0,east,True,False,True,0
CUST_00898,2024-02-29,2024-03-30,318.45,2.2,basic,1.0,23.92,24.0,19.0,66.76,1.0,1.0,0.0,0.0,0.0,8.0,0.0,7.2,4.0,north,True,False,False,0
CUST_00899,2024-06-28,2024-07-28,991.68,5.5,premium,2.1,48.23,16.0,8.0,8.17,4.0,0.0,1.0,0.0,0.0,3.0,0.0,13.7,6.0,south,True,False,False,0
CUST_00900,2023-03-21,2023-04-20,289.98,0.3,basic,5.6,20.6,18.0,8.0,31.79,1.0,0.0,0.0,0.0,2.0,5.0,1.0,1.1,7.0,east,False,False,False,0
CUST_00901,2023-05-27,2023-06-26,974.25,4.2,premium,1.0,16.3,18.0,10.0,45.55,4.0,2.0,0.0,0.0,0.0,1.0,0.0,9.1,6.0,west,True,False,False,1
CUST_00902,2024-04-13,2024-05-13,664.21,7.6,standard,4.8,45.01,23.0,10.0,41.45,1.0,1.0,3.0,0.0,0.0,4.0,1.0,13.8,7.0,east,True,False,False,0
CUST_00903,2024-08-25,2024-09-24,596.65,0.5,standard,21.0,20.11,18.0,7.0,24.1,3.0,2.0,2.0,0.0,0.0,2.0,0.0,1.5,7.0,north,True,False,True,0
CUST_00904,2023-01-28,2023-02-27,612.07,11.3,standard,13.1,30.96,23.0,13.0,61.63,1.0,2.0,0.0,0.0,0.0,8.0,3.0,2.0,5.0,east,True,False,True,0
CUST_00905,2024-04-23,2024-05-23,592.66,4.5,standard,53.6,17.24,24.0,7.0,48.59,2.0,0.0,1.0,0.0,2.0,3.0,1.0,15.6,8.0,west,False,True,False,0
CUST_00906,2023-04-03,2023-05-03,646.76,3.7,standard,40.8,22.28,21.0,6.0,17.63,1.0,1.0,0.0,1.0,0.0,5.0,0.0,6.8,6.0,south,True,False,False,0
CUST_00907,2023-03-03,2023-04-02,598.66,7.4,standard,10.0,23.82,25.0,9.0,25.49,2.0,0.0,0.0,0.0,1.0,7.0,3.0,37.5,10.0,south,False,False,False,0
CUST_00908,2024-07-26,2024-08-25,608.82,0.7,standard,7.2,17.0,22.0,12.0,10.35,3.0,1.0,1.0,0.0,1.0,2.0,0.0,2.1,3.0,central,True,False,True,0
CUST_00909,2024-06-21,2024-07-21,972.83,0.8,premium,11.5,30.78,18.0,11.0,12.52,4.0,0.0,0.0,0.0,0.0,4.0,1.0,34.1,0.0,west,True,True,False,0
CUST_00910,2023-06-24,2023-07-24,651.81,4.3,standard,21.4,36.8,17.0,8.0,86.87,4.0,4.0,0.0,0.0,0.0,3.0,1.0,7.2,6.0,central,True,False,False,0
CUST_00911,2023-07-23,2023-08-22,605.51,3.4,standard,7.5,38.33,22.0,13.0,34.27,1.0,1.0,1.0,0.0,1.0,2.0,1.0,5.7,5.0,central,False,False,False,0
CUST_00912,2024-11-30,2024-12-30,1052.91,2.7,premium,23.5,16.72,17.0,12.0,40.57,1.0,0.0,0.0,0.0,0.0,3.0,0.0,53.9,3.0,north,True,True,False,0
CUST_00913,2023-12-27,2024-01-26,280.98,2.3,basic,12.6,16.56,20.0,11.0,21.75,3.0,2.0,1.0,0.0,0.0,2.0,1.0,5.8,9.0,west,False,False,False,0
CUST_00914,2023-05-08,2023-06-07,285.74,13.8,basic,19.3,49.91,15.0,11.0,59.32,4.0,0.0,1.0,0.0,1.0,1.0,0.0,10.3,5.0,south,True,False,False,0
CUST_00915,2023-06-20,2023-07-20,583.19,10.5,standard,13.8,19.3,22.0,10.0,4.18,2.0,4.0,1.0,0.0,1.0,1.0,0.0,3.6,0.0,west,True,False,False,0
CUST_00916,2023-01-22,2023-02-21,590.49,1.0,standard,8.4,11.98,24.0,9.0,54.72,2.0,0.0,1.0,0.0,1.0,2.0,0.0,17.3,10.0,north,False,False,False,0
CUST_00917,2024-01-28,2024-02-27,1019.12,7.5,premium,71.2,4.83,17.0,12.0,120.0,1.0,6.0,0.0,0.0,0.0,4.0,1.0,0.7,4.0,west,False,True,True,0
CUST_00918,2024-03-17,2024-04-16,537.55,1.6,standard,34.6,15.27,20.0,17.0,12.71,1.0,0.0,0.0,0.0,1.0,0.0,0.0,45.5,8.0,west,True,True,False,0
CUST_00919,2024-06-22,2024-07-22,597.55,0.2,standard,3.6,22.93,20.0,14.0,50.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,8.0,central,False,True,False,0
CUST_00920,2023-11-20,2023-12-20,575.58,10.1,standard,48.7,7.16,19.0,12.0,29.82,1.0,2.0,1.0,0.0,0.0,4.0,1.0,20.6,10.0,west,True,True,False,1
CUST_00921,2024-04-19,2024-05-19,272.36,4.1,basic,16.0,34.82,17.0,16.0,30.89,1.0,1.0,2.0,0.0,0.0,8.0,1.0,4.0,9.0,central,True,False,False,0
CUST_00922,2024-02-01,2024-03-02,613.05,4.7,standard,54.0,41.73,23.0,14.0,1.56,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.2,4.0,central,True,False,False,0
CUST_00923,2023-07-25,2023-08-24,1008.0,0.6,premium,38.6,19.66,19.0,13.0,39.96,2.0,1.0,1.0,0.0,0.0,2.0,1.0,18.4,4.0,east,True,True,False,0
CUST_00924,2024-06-24,2024-07-24,324.89,6.5,basic,13.3,24.07,20.0,10.0,5.99,2.0,1.0,1.0,0.0,0.0,6.0,2.0,16.6,10.0,north,True,False,False,0
CUST_00925,2023-07-01,2023-07-31,610.62,7.9,standard,1.0,10.04,21.0,19.0,18.41,4.0,0.0,0.0,0.0,2.0,4.0,0.0,8.2,9.0,central,True,False,False,1
CUST_00926,2024-07-17,2024-08-16,604.39,5.1,standard,7.5,6.43,21.0,7.0,59.68,3.0,1.0,1.0,0.0,1.0,0.0,0.0,18.0,8.0,west,False,False,False,0
CUST_00927,2023-03-15,2023-04-14,282.24,2.2,basic,18.7,34.74,16.0,10.0,35.23,3.0,1.0,0.0,0.0,0.0,3.0,0.0,3.1,3.0,central,False,False,False,0
CUST_00928,2023-01-29,2023-02-28,271.19,0.1,basic,24.1,8.15,21.0,8.0,59.05,1.0,1.0,2.0,0.0,0.0,1.0,0.0,70.0,10.0,central,True,False,False,0
CUST_00929,2024-09-19,2024-10-19,1016.97,4.0,premium,7.2,13.93,20.0,14.0,39.95,1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.3,5.0,central,False,False,False,0
CUST_00930,2024-11-06,2024-12-06,291.32,16.6,basic,3.6,11.49,20.0,12.0,30.85,4.0,1.0,0.0,0.0,0.0,2.0,1.0,16.2,5.0,south,True,False,True,0
CUST_00931,2023-04-30,2023-05-30,310.98,1.7,basic,43.2,20.46,18.0,19.0,13.54,4.0,0.0,1.0,0.0,0.0,2.0,0.0,15.2,7.0,south,True,False,True,0
CUST_00932,2023-10-29,2023-11-28,298.86,21.9,basic,99.9,27.17,19.0,8.0,46.17,3.0,2.0,0.0,1.0,2.0,2.0,1.0,3.3,7.0,south,False,False,False,0
CUST_00933,2024-08-20,2024-09-19,537.69,49.4,standard,17.9,20.21,19.0,8.0,27.51,4.0,3.0,1.0,0.0,0.0,0.0,0.0,2.1,2.0,south,True,False,False,0
CUST_00934,2023-05-13,2023-06-12,613.51,1.3,standard,4.5,34.07,20.0,12.0,10.3,4.0,1.0,0.0,0.0,1.0,5.0,1.0,17.5,8.0,east,False,False,False,0
CUST_00935,2024-03-26,2024-04-25,580.22,25.0,standard,7.6,9.88,18.0,11.0,43.21,3.0,2.0,1.0,0.0,1.0,2.0,0.0,28.0,5.0,central,True,False,True,1
CUST_00936,2023-01-03,2023-02-02,324.93,0.7,basic,1.0,28.75,20.0,10.0,62.12,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.4,9.0,east,True,True,False,0
CUST_00937,2023-07-19,2023-08-18,943.23,1.5,premium,59.0,8.17,22.0,12.0,44.63,2.0,1.0,0.0,0.0,4.0,7.0,2.0,40.0,10.0,west,True,False,True,0
CUST_00938,2023-07-13,2023-08-12,355.97,12.1,basic,3.0,10.05,17.0,15.0,40.46,4.0,1.0,0.0,0.0,0.0,2.0,0.0,11.4,10.0,north,False,False,False,0
CUST_00939,2024-07-30,2024-08-29,281.12,10.4,basic,20.6,24.9,18.0,15.0,27.08,3.0,1.0,0.0,0.0,1.0,3.0,1.0,5.9,6.0,east,False,False,True,0
CUST_00940,2023-07-24,2023-08-23,613.14,4.2,standard,7.7,37.62,19.0,9.0,29.02,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.2,6.0,south,False,False,False,0
CUST_00941,2023-06-15,2023-07-15,277.62,20.1,basic,19.4,79.82,19.0,14.0,26.57,1.0,0.0,2.0,0.0,0.0,5.0,1.0,9.7,5.0,south,True,True,False,0
CUST_00942,2023-01-13,2023-02-12,981.7,10.6,premium,25.3,57.81,22.0,12.0,17.66,2.0,0.0,1.0,0.0,1.0,3.0,1.0,17.2,1.0,west,True,True,False,0
CUST_00943,2023-11-20,2023-12-20,1019.56,2.9,premium,42.5,39.83,17.0,11.0,8.19,4.0,2.0,2.0,1.0,1.0,3.0,1.0,6.7,4.0,central,False,True,False,0
CUST_00944,2024-09-18,2024-10-18,292.94,13.6,basic,5.5,33.87,23.0,9.0,17.43,1.0,0.0,1.0,0.0,0.0,2.0,1.0,4.1,9.0,north,True,True,False,0
CUST_00945,2023-10-18,2023-11-17,995.02,7.2,premium,1.0,21.97,20.0,9.0,63.6,3.0,1.0,0.0,0.0,0.0,3.0,0.0,5.6,8.0,east,True,False,False,0
CUST_00946,2024-10-22,2024-11-21,624.48,6.4,standard,3.5,27.25,17.0,10.0,16.73,3.0,1.0,1.0,1.0,0.0,6.0,2.0,1.4,5.0,central,False,True,False,0
CUST_00947,2023-03-31,2023-04-30,1004.67,6.3,premium,55.3,22.32,19.0,16.0,6.69,3.0,0.0,0.0,0.0,0.0,5.0,0.0,15.2,7.0,central,True,False,False,0
CUST_00948,2023-11-18,2023-12-18,312.45,4.3,basic,49.7,45.1,20.0,9.0,25.02,4.0,4.0,3.0,0.0,0.0,2.0,0.0,7.1,5.0,east,True,False,False,0
CUST_00949,2024-10-08,2024-11-07,580.26,45.9,standard,21.8,29.77,17.0,9.0,34.55,3.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,8.0,east,False,False,False,0
CUST_00950,2024-09-23,2024-10-23,319.0,21.7,basic,22.0,16.25,13.0,9.0,7.41,1.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,10.0,east,False,True,True,1
CUST_00951,2023-03-22,2023-04-21,1002.35,4.6,premium,26.2,10.07,22.0,9.0,17.5,1.0,0.0,0.0,1.0,0.0,3.0,0.0,18.2,3.0,east,False,False,False,0
CUST_00952,2023-08-12,2023-09-11,311.91,3.3,basic,4.6,9.89,24.0,14.0,18.73,3.0,3.0,0.0,0.0,1.0,0.0,0.0,18.8,4.0,south,True,True,False,0
CUST_00953,2024-04-14,2024-05-14,609.91,10.1,standard,59.0,10.06,20.0,19.0,32.67,3.0,1.0,1.0,0.0,0.0,4.0,0.0,5.0,10.0,central,True,False,False,0
CUST_00954,2024-05-06,2024-06-05,332.89,12.1,basic,13.0,10.84,21.0,12.0,57.03,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.1,4.0,central,False,False,False,0
CUST_00955,2023-05-29,2023-06-28,314.14,10.9,basic,11.6,6.49,18.0,9.0,22.62,3.0,0.0,1.0,0.0,1.0,2.0,1.0,9.4,6.0,south,False,False,False,0
CUST_00956,2023-09-13,2023-10-13,564.2,5.4,standard,17.6,15.85,20.0,12.0,17.13,4.0,2.0,0.0,0.0,0.0,3.0,1.0,39.0,5.0,central,True,True,False,0
CUST_00957,2024-06-19,2024-07-19,981.17,36.2,premium,1.2,23.09,20.0,11.0,19.99,4.0,0.0,0.0,0.0,1.0,1.0,0.0,7.8,9.0,east,False,False,False,1
CUST_00958,2024-02-10,2024-03-11,605.79,8.9,standard,4.4,14.53,21.0,12.0,4.09,4.0,1.0,0.0,1.0,0.0,2.0,0.0,18.1,3.0,north,False,False,False,1
CUST_00959,2024-05-27,2024-06-26,1010.95,2.4,premium,32.1,29.44,22.0,8.0,30.67,2.0,1.0,1.0,1.0,0.0,7.0,2.0,16.7,9.0,central,True,True,False,0
CUST_00960,2023-04-07,2023-05-07,259.25,10.2,basic,2.1,37.87,22.0,12.0,27.51,1.0,2.0,4.0,0.0,0.0,2.0,0.0,33.4,10.0,north,False,False,True,0
CUST_00961,2023-01-30,2023-03-01,569.23,9.9,standard,22.2,32.21,20.0,9.0,60.73,4.0,0.0,1.0,0.0,1.0,3.0,0.0,6.2,9.0,north,True,False,False,0
CUST_00962,2023-06-29,2023-07-29,631.81,7.4,standard,6.8,39.65,18.0,9.0,20.1,3.0,5.0,1.0,0.0,0.0,3.0,1.0,3.8,6.0,south,True,True,False,0
CUST_00963,2024-06-28,2024-07-28,357.97,10.3,basic,11.8,15.61,21.0,15.0,20.89,1.0,1.0,2.0,0.0,0.0,6.0,1.0,30.8,3.0,west,True,False,True,0
CUST_00964,2023-05-23,2023-06-22,549.37,1.0,standard,8.2,8.76,21.0,11.0,42.39,4.0,2.0,0.0,0.0,1.0,4.0,1.0,13.4,0.0,central,True,True,False,0
CUST_00965,2023-12-27,2024-01-26,606.75,9.0,standard,10.5,37.69,20.0,19.0,4.62,4.0,0.0,0.0,0.0,0.0,2.0,0.0,11.2,10.0,south,False,True,False,0
CUST_00966,2024-08-21,2024-09-20,600.44,10.7,standard,30.5,15.09,13.0,7.0,18.19,4.0,0.0,3.0,0.0,0.0,5.0,0.0,20.4,10.0,south,False,False,False,1
CUST_00967,2023-08-06,2023-09-05,629.34,1.4,standard,8.5,38.55,23.0,13.0,62.32,3.0,0.0,0.0,0.0,1.0,3.0,1.0,15.5,9.0,north,False,True,True,0
CUST_00968,2023-07-27,2023-08-26,613.89,5.8,standard,20.1,23.22,21.0,9.0,9.69,3.0,0.0,1.0,0.0,0.0,2.0,0.0,6.8,0.0,central,True,False,False,0
CUST_00969,2024-05-26,2024-06-25,323.87,0.2,basic,15.5,59.05,21.0,14.0,6.36,2.0,2.0,3.0,1.0,0.0,3.0,1.0,87.3,2.0,south,True,True,True,0
CUST_00970,2024-04-23,2024-05-23,230.58,7.8,basic,26.2,7.83,14.0,13.0,10.58,4.0,3.0,1.0,0.0,1.0,3.0,1.0,12.6,8.0,east,True,False,False,0
CUST_00971,2023-10-01,2023-10-31,598.79,2.3,standard,66.3,26.26,20.0,13.0,27.48,1.0,3.0,0.0,0.0,0.0,2.0,0.0,8.1,8.0,south,True,True,False,0
CUST_00972,2023-10-16,2023-11-15,271.81,3.9,basic,31.7,29.28,19.0,12.0,71.37,1.0,2.0,2.0,0.0,0.0,3.0,0.0,1.4,10.0,east,True,False,False,0
CUST_00973,2024-11-24,2024-12-24,272.58,17.6,basic,5.8,25.26,22.0,12.0,11.87,1.0,1.0,2.0,0.0,0.0,3.0,0.0,23.0,8.0,west,True,False,False,1
CUST_00974,2024-07-27,2024-08-26,562.22,1.8,standard,1.0,33.66,25.0,8.0,11.82,2.0,0.0,0.0,1.0,1.0,8.0,2.0,26.6,5.0,east,True,False,False,0
CUST_00975,2023-06-26,2023-07-26,605.85,17.2,standard,7.3,13.38,21.0,10.0,38.21,4.0,3.0,1.0,0.0,1.0,2.0,0.0,15.9,10.0,east,True,False,False,0
CUST_00976,2024-09-16,2024-10-16,309.0,0.7,basic,21.7,25.29,19.0,14.0,9.39,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,north,True,False,False,0
CUST_00977,2023-06-17,2023-07-17,617.93,5.9,standard,1.3,57.62,18.0,15.0,64.85,3.0,1.0,0.0,0.0,0.0,5.0,1.0,18.4,6.0,south,True,False,False,1
CUST_00978,2024-07-17,2024-08-16,586.91,4.1,standard,16.5,21.77,18.0,8.0,21.43,2.0,1.0,1.0,0.0,0.0,3.0,0.0,9.9,4.0,west,False,False,False,0
CUST_00979,2023-05-06,2023-06-05,340.52,0.4,basic,21.8,8.27,17.0,10.0,4.76,2.0,4.0,1.0,0.0,0.0,0.0,0.0,2.4,7.0,south,True,True,False,0
CUST_00980,2024-12-16,2025-01-15,571.04,2.4,standard,9.8,19.31,23.0,11.0,26.51,3.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,4.0,east,True,False,False,1
CUST_00981,2024-06-15,2024-07-15,556.02,24.5,standard,35.4,9.46,23.0,9.0,38.22,1.0,3.0,2.0,1.0,1.0,0.0,0.0,6.7,7.0,east,False,False,False,0
CUST_00982,2023-11-02,2023-12-02,605.56,3.3,standard,2.7,22.39,17.0,12.0,34.6,2.0,2.0,0.0,0.0,0.0,1.0,0.0,18.1,8.0,south,False,True,False,0
CUST_00983,2024-11-25,2024-12-25,578.46,12.2,standard,1.9,36.08,20.0,10.0,25.32,1.0,2.0,0.0,1.0,1.0,2.0,0.0,13.5,5.0,west,False,False,False,1
CUST_00984,2023-11-09,2023-12-09,314.95,19.3,basic,31.3,29.17,15.0,12.0,19.4,2.0,3.0,1.0,0.0,0.0,3.0,1.0,4.0,8.0,west,True,False,False,0
CUST_00985,2024-03-08,2024-04-07,579.27,22.4,standard,16.4,26.19,15.0,18.0,23.31,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.5,9.0,north,True,False,False,1
CUST_00986,2023-11-15,2023-12-15,281.63,16.4,basic,28.0,51.48,22.0,18.0,37.16,3.0,1.0,0.0,0.0,0.0,1.0,0.0,26.5,5.0,east,False,False,False,0
CUST_00987,2023-07-02,2023-08-01,979.2,4.9,premium,13.7,11.55,18.0,21.0,17.69,2.0,0.0,0.0,0.0,0.0,1.0,0.0,27.1,9.0,east,False,False,False,0
CUST_00988,2024-01-30,2024-02-29,977.04,1.1,premium,6.8,28.83,23.0,9.0,15.78,3.0,4.0,0.0,0.0,0.0,3.0,0.0,26.4,10.0,north,True,False,False,0
CUST_00989,2024-05-24,2024-06-23,598.94,1.8,standard,41.0,19.89,20.0,13.0,34.77,1.0,1.0,1.0,0.0,1.0,3.0,0.0,13.4,7.0,south,True,False,False,0
CUST_00990,2023-07-23,2023-08-22,306.18,1.4,basic,38.6,63.75,17.0,14.0,26.43,2.0,1.0,1.0,0.0,0.0,3.0,1.0,7.3,5.0,east,True,False,False,0
CUST_00991,2023-01-24,2023-02-23,276.99,4.0,basic,28.5,27.42,20.0,13.0,61.46,4.0,2.0,1.0,0.0,0.0,4.0,0.0,26.2,1.0,south,True,True,False,0
CUST_00992,2024-10-11,2024-11-10,263.88,17.5,basic,7.6,46.99,24.0,15.0,15.06,4.0,2.0,4.0,0.0,0.0,2.0,0.0,21.6,4.0,west,False,True,False,0
CUST_00993,2024-07-25,2024-08-24,613.96,4.2,standard,21.4,8.44,21.0,6.0,15.34,3.0,3.0,2.0,1.0,0.0,3.0,1.0,7.4,6.0,central,True,False,False,0
CUST_00994,2024-05-05,2024-06-04,310.64,7.7,basic,10.7,31.71,23.0,10.0,35.74,4.0,0.0,1.0,0.0,1.0,0.0,0.0,10.2,5.0,north,False,False,True,0
CUST_00995,2024-06-11,2024-07-11,620.44,7.1,standard,2.3,18.19,20.0,7.0,40.42,4.0,3.0,0.0,0.0,1.0,2.0,1.0,18.3,7.0,east,True,True,False,0
CUST_00996,2024-05-24,2024-06-23,267.7,8.3,basic,59.8,22.51,18.0,15.0,42.96,1.0,4.0,2.0,0.0,0.0,0.0,0.0,31.8,10.0,north,False,True,False,0
CUST_00997,2024-06-23,2024-07-23,974.2,1.1,premium,3.5,16.21,18.0,15.0,37.36,3.0,1.0,1.0,1.0,0.0,2.0,0.0,14.0,8.0,west,True,True,False,0
CUST_00998,2023-06-16,2023-07-16,323.7,9.1,basic,72.0,13.69,18.0,12.0,28.1,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.4,6.0,west,True,False,False,0
CUST_00999,2024-12-16,2025-01-15,1025.88,33.4,premium,14.2,19.38,20.0,10.0,25.42,4.0,0.0,1.0,0.0,0.0,3.0,1.0,26.9,7.0,west,True,False,False,0
CUST_01000,2023-07-26,2023-08-25,986.73,10.4,premium,4.9,13.67,21.0,12.0,22.37,2.0,2.0,3.0,1.0,0.0,5.0,1.0,1.3,8.0,west,False,True,False,0
CUST_01001,2023-12-31,2024-01-30,570.42,7.3,standard,18.7,26.16,24.0,12.0,27.71,1.0,2.0,2.0,0.0,2.0,3.0,1.0,1.7,7.0,central,True,True,False,0
CUST_01002,2023-08-11,2023-09-10,577.95,4.5,standard,49.5,29.34,15.0,9.0,18.05,3.0,1.0,1.0,1.0,0.0,3.0,1.0,9.7,6.0,south,True,False,False,0
CUST_01003,2024-02-29,2024-03-30,570.04,0.4,standard,31.6,20.99,23.0,10.0,10.18,2.0,0.0,4.0,1.0,1.0,2.0,0.0,35.7,6.0,south,False,False,False,1
CUST_01004,2023-05-20,2023-06-19,622.94,1.1,standard,39.4,5.81,22.0,11.0,8.92,4.0,0.0,0.0,1.0,0.0,2.0,1.0,5.9,4.0,central,True,False,False,0
CUST_01005,2024-10-07,2024-11-06,320.39,5.0,basic,25.8,35.54,24.0,18.0,23.9,2.0,2.0,1.0,0.0,0.0,3.0,1.0,39.7,6.0,south,False,False,False,0
CUST_01006,2023-04-12,2023-05-12,301.44,6.3,basic,28.3,40.51,21.0,17.0,29.13,4.0,2.0,1.0,0.0,3.0,4.0,2.0,4.5,8.0,west,False,True,False,0
CUST_01007,2023-06-21,2023-07-21,578.67,5.3,standard,45.4,19.53,17.0,16.0,76.86,3.0,0.0,2.0,0.0,1.0,3.0,1.0,25.3,7.0,south,False,False,False,0
CUST_01008,2024-04-13,2024-05-13,572.57,4.2,standard,6.9,53.5,21.0,12.0,16.82,1.0,3.0,3.0,0.0,0.0,2.0,0.0,9.8,7.0,north,True,False,False,0
CUST_01009,2024-01-08,2024-02-07,580.53,11.0,standard,16.1,12.05,18.0,16.0,116.44,4.0,2.0,0.0,0.0,0.0,3.0,1.0,7.0,2.0,south,True,False,True,0
CUST_01010,2023-02-05,2023-03-07,272.34,39.6,basic,6.0,27.94,15.0,17.0,63.93,4.0,1.0,1.0,0.0,2.0,2.0,0.0,6.4,4.0,north,False,False,False,1
CUST_01011,2024-06-24,2024-07-24,305.8,10.9,basic,105.5,21.06,16.0,7.0,17.65,1.0,0.0,1.0,0.0,0.0,2.0,0.0,30.7,5.0,east,True,False,False,0
CUST_01012,2024-02-20,2024-03-21,321.87,7.4,basic,69.2,47.63,22.0,18.0,13.89,1.0,1.0,2.0,0.0,3.0,4.0,0.0,1.3,5.0,north,True,False,False,0
CUST_01013,2024-01-14,2024-02-13,322.82,59.5,basic,1.0,21.98,20.0,16.0,49.02,4.0,2.0,1.0,0.0,1.0,4.0,0.0,9.5,5.0,north,False,False,True,0
CUST_01014,2024-04-17,2024-05-17,272.47,0.9,basic,29.3,7.27,18.0,16.0,103.06,2.0,4.0,1.0,0.0,1.0,2.0,0.0,18.9,4.0,west,True,True,False,0
CUST_01015,2024-12-20,2025-01-19,281.07,10.4,basic,62.2,7.98,14.0,12.0,16.85,2.0,0.0,1.0,0.0,1.0,2.0,1.0,13.6,7.0,west,False,False,False,1
CUST_01016,2023-06-04,2023-07-04,282.4,7.3,basic,4.8,7.29,18.0,18.0,21.58,3.0,1.0,0.0,1.0,0.0,3.0,1.0,3.6,7.0,west,False,False,False,0
CUST_01017,2024-02-27,2024-03-28,1029.57,8.6,premium,20.1,31.95,21.0,12.0,39.36,4.0,2.0,1.0,0.0,0.0,2.0,0.0,13.5,2.0,north,False,False,False,0
CUST_01018,2024-05-18,2024-06-17,258.97,24.1,basic,59.3,33.78,22.0,14.0,21.25,1.0,2.0,0.0,0.0,0.0,4.0,1.0,2.0,8.0,central,True,False,False,0
